domain,company,keyword,sector,description,score,risk
koodo-mobile-support.com,Koodo,koodo,telecom,"Phishing site impersonating Koodo",40,medium
koodo.online,Koodo,koodo,telecom,"Phishing site impersonating Koodo",40,medium
koodo-online.com,Koodo,koodo,telecom,"Phishing site impersonating Koodo",40,medium
koodo-telussupportcenter.com,Koodo,koodo,telecom,"Phishing site impersonating Koodo",40,medium
koodo.website,Koodo,koodo,telecom,"Phishing site impersonating Koodo",40,medium
manitobahydro.online,Manitoba Hydro,manitobahydro,energy,"Phishing site impersonating Manitoba Hydro",40,medium
manitobahydro-payment.com,Manitoba Hydro,manitobahydro,energy,"Phishing site impersonating Manitoba Hydro",40,medium
maritimeelectric.online,Maritime Electric,maritimeelectric,energy,"Phishing site impersonating Maritime Electric",40,medium
notice-videotron.com,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
novascotiapower-alert.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",40,medium
ntpc-career.online,Northwest Territories Power Corporation,ntpc,energy,"Phishing site impersonating Northwest Territories Power Corporation",40,medium
ntpc.online,Northwest Territories Power Corporation,ntpc,energy,"Phishing site impersonating Northwest Territories Power Corporation",40,medium
ntpc.website,Northwest Territories Power Corporation,ntpc,energy,"Phishing site impersonating Northwest Territories Power Corporation",40,medium
phonebox-mobiles.com,PhoneBox Canada,phonebox,telecom,"Phishing site impersonating PhoneBox Canada",40,medium
phonebox-mobiles.net,PhoneBox Canada,phonebox,telecom,"Phishing site impersonating PhoneBox Canada",40,medium
phonebox.online,PhoneBox Canada,phonebox,telecom,"Phishing site impersonating PhoneBox Canada",40,medium
phonebox-service.de,PhoneBox Canada,phonebox,telecom,"Phishing site impersonating PhoneBox Canada",40,medium
rogers-1account-bill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers1-devicesteamapp-mobile.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-1login-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-1-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-1mobile-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-1mobile-bill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-1mobile-simappeal.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers1-wireless5g-services-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-2mobility-authsim.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-514message.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-5gaccount.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers5g-accountupdate-bill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers5g-client1billpayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers5g-mobile1link-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers5g-mobile1paymentacess.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers5g-mobile-billpayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers5g-mobionline-payca.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers5g-myprofile-update-bill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-5gnewsalerts-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers5g-online-1billpayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers5g-online1bill-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers5g-online1billpayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-acc1-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-acccount-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-accent-studio.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-access1login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-access1.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-access1paymentbill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-accessappeal-ca.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-access.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-accessories.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-accesspay-mobile.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-account1login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account-access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-accountants.co.uk,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account-arrangements.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account-billing.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",80,high
rogers-accounting.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-accountlogin.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account-management.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account-management.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account.mobi,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-accounts.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account-support.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-account.xyz,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",80,high
rogersacc-services-overview.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-active5g.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-admin-billingdashboard.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-admin-billingdashboard.store,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-agencies.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-ai.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-airservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-alert.co,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-alerts.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-auth.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-authentication.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-author-site.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-bc.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-bill-1account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-bill1paymentacess.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-bill-arrangement.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-billing1dashboard.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-billing-account.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-billing.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-billing-cycle-ca.digital,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-billing.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-billing.link,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-billing.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-billingreview.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-billing.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-billingsuppor1t-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-billing.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-billing.top,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-billreview.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-billsupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-canada-2fa-update.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-canada-payment.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-ca.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogerscaregivingservices.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-carrierservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-carriersupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-ca.website,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-chatr.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-chekup1.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogerscitizensalliancegroup.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-city.web.id,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-clan-website.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-client2018.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-client.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-clientmobi-services.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-clients.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-communication.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogerscommunications-login.xyz,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",80,high
rogerscommunications-secure.icu,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-compte-enligne1.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-comunicationsupdates.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-comunnication-account.icu,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-confirmation.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-construction.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-construction-services.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-construction-services.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-consumer-body-account.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-consumerprofile-signin.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-county-divorce-lawyer.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-county.web.id,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-creative.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-customer-service.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-customer-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-customerservice.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-designs.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-desk-devicesupport.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-device-planmobile-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-deviceservices-app.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers.digital,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-digital.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-discount.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-easyweb1fix.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-ebankonline.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-egift-billreturn.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-esecure.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-espaceclient.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-etfr.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-etransfer.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogersexecutivemanagment.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-fidocustomercare.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-financialservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogersforshelbycocommissioner.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-fraudprotection.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-handymanservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-harleydavidson-service.nl,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-hire.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-hlb.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogersinc-login.xyz,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",80,high
rogers-inc.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-info.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-instantverification.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-integratori.website,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-interac-secure.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-interacsupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-internet5g-update.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogersiphoningandplumbing.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-issuepymnt-mobile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-jobs.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-livechatsupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-livesupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-login1access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-login-access1.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-login-access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-login-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-loginaccount.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-login.co,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-lte-plandashboard-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-marketing.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mechanical-services.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile1-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-mobile-1account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-mobile1-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile5g-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobilebill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile.link,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-mobile.me,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogersmobile-onlinereturn94.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile.org,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile-overprice.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobilepayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobileprotection.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogersmobilereference5canada.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-mobile-refund.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobiles.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobiles.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobiles.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobiles.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobiles.org,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobile-wallet.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobility1account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-mobility1payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobility1-services.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogersmobility-clientrefund01.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobility-et-invoice.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogersmobility-secure-payments.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-mobilitysim-account.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-mobility-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mobilitysupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-monservice.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-myaccess-profile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-myact1.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mybillinginfo-en.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mylogin-mobile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-mymobile-overview1.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-mypayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-offers-monthlyplansoffers.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-onelogin.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-online-1access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-online.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-online-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-online.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-onlineportal-2appeal.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-online-refund.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-onlineservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-onlineverifications.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-overcharge-support.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-overcharge-systems.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-payment1access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-payment1bill-access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-payment1mobility5g.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-payment-alert.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-paymentlogin.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-paymentlogin.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",80,high
rogers-payment.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-paymentrecovery.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-paymentrecovery.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-paymentupdate.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-pay-mobile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-planservices-app.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-plansupport-app.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-promo.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-rcinotice.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-refundnotice.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-refund-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-refundservice.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-refundservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-refunds-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogersresidentialconstruct.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-saving-autopayment.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-secure1.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure1.top,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",80,high
rogers-secure-account.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",80,high
rogers-secure.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure.co,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secured2023.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-securedeposit.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secured-online.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secured-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure-finds.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure-finds.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure-funds.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure-funds.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",80,high
rogers-secure.live,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure-online.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
