domain,company,keyword,sector,description,score
rogers-1-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-1mobile-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-1mobile-bill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-1mobile-simappeal.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers1-wireless5g-services-ca.net,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",40
rogers-2mobility-authsim.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-514message.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-5gaccount.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers5g-accountupdate-bill.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
rogers5g-client1billpayment.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
rogers5g-mobile1link-payment.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
rogers5g-mobile1paymentacess.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
rogers5g-mobile-billpayment.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
rogers5g-mobionline-payca.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogers5g-myprofile-update-bill.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
rogers-5gnewsalerts-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers5g-online-1billpayment.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
rogers5g-online1bill-payment.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
rogers5g-online1billpayment.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
rogers-acc1-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-acccount-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-accent-studio.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-access1login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-access1.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-access1paymentbill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-accessappeal-ca.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-access.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-accessories.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-accesspay-mobile.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-account1login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-account-access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-accountants.co.uk,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-account-arrangements.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-account-billing.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-account.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-account.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-accounting.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-account-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-accountlogin.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-account-management.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-account-management.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-account.mobi,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-accounts.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-account-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-account-support.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-account.xyz,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogersacc-services-overview.net,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",40
rogers-active5g.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-admin-billingdashboard.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-admin-billingdashboard.store,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-agencies.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-ai.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-airservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-alert.co,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-alerts.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-auth.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-authentication.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-author-site.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-bc.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-bill-1account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-bill1paymentacess.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-bill-arrangement.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-billing1dashboard.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-billing-account.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-billing.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-billing-cycle-ca.digital,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-billing.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-billing.link,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-billing.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-billingreview.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-billing.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-billingsuppor1t-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-billing.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-billing.top,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-billreview.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-billsupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-canada-2fa-update.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-canada-payment.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-ca.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogerscaregivingservices.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogers-carrierservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-carriersupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-ca.website,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-chatr.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-chekup1.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogerscitizensalliancegroup.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogers-city.web.id,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-clan-website.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-client2018.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-client.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-clientmobi-services.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-clients.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-communication.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogerscommunications-login.xyz,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",90
rogerscommunications-secure.icu,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
rogers-compte-enligne1.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-comunicationsupdates.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-comunnication-account.icu,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-confirmation.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-construction.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-construction-services.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-construction-services.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-consumer-body-account.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-consumerprofile-signin.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-county-divorce-lawyer.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-county.web.id,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-creative.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-customer-service.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-customer-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-customerservice.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-designs.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-desk-devicesupport.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-device-planmobile-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-deviceservices-app.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers.digital,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-digital.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-discount.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-easyweb1fix.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-ebankonline.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-egift-billreturn.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-esecure.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-espaceclient.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-etfr.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-etransfer.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogersexecutivemanagment.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogers-fidocustomercare.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-financialservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogersforshelbycocommissioner.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogers-fraudprotection.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-handymanservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-harleydavidson-service.nl,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-hire.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-hlb.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogersinc-login.xyz,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",90
rogers-inc.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-info.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-instantverification.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-integratori.website,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-interac-secure.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-interacsupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-internet5g-update.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogersiphoningandplumbing.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogers-issuepymnt-mobile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-jobs.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-livechatsupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-livesupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-login1access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-login-access1.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-login-access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-login-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-loginaccount.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-login.co,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-lte-plandashboard-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-marketing.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-mechanical-services.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile1-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-mobile-1account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-mobile1-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile5g-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobilebill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile.link,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-mobile.me,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogersmobile-onlinereturn94.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",40
rogers-mobile.org,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile-overprice.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-mobilepayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-mobileprotection.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogersmobilereference5canada.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogers-mobile-refund.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobiles.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobiles.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-mobiles.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobiles.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-mobiles.org,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobile-wallet.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobility1account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-mobility1payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-mobility1-services.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogersmobility-clientrefund01.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",40
rogers-mobility-et-invoice.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogersmobility-secure-payments.net,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
rogers-mobilitysim-account.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-mobility-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mobilitysupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-monservice.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-myaccess-profile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-myact1.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-mybillinginfo-en.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mylogin-mobile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-mymobile-overview1.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-mypayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-offers-monthlyplansoffers.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-onelogin.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-online-1access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-online.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-online-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-online.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-onlineportal-2appeal.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-online-refund.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-onlineservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-onlineverifications.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-overcharge-support.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-overcharge-systems.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-payment1access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-payment1bill-access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-payment1mobility5g.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-payment-alert.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-paymentlogin.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-paymentlogin.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-payment.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-paymentrecovery.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-paymentrecovery.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-paymentupdate.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-pay-mobile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-planservices-app.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-plansupport-app.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-promo.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-rcinotice.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-refundnotice.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-refund-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-refundservice.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-refundservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-refunds-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogersresidentialconstruct.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogers-saving-autopayment.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-secure1.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secure1.top,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-secure-account.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-secure.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secure.co,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secured2023.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-securedeposit.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secured-online.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secured-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secure-finds.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secure-finds.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secure-funds.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secure-funds.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secure.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-secure.live,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secure.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secure.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-secure-online.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-securepayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secure.pro,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-secure.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-secure.tech,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-security.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-security.link,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-security.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-selfservices-details.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-service-1account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-service-center.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-serviceclient.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-servicedesk.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-servicedesk.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-servicedesk.org,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-service-group.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-serviceinterac.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-servicemobile.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-service.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-service-refund.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-servicerefund.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers.services,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-services.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-services.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-service.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-servicesportal.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-servicesteamcenter.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-serviceswireless-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-shop.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-spencer.accountants,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogersstinsonphotography.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogers-strong.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-submit-card-info.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-support1page3.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-support1pay.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-support-deskmobi.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-supportfunds.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
