domain,company,keyword,sector,description,score,riskLevel
hydroone-yaroslavl.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",15,LOW
hydroqc.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",25,LOW
hydroquebec-aideservice.com,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",25,LOW
hydroquebec-client.com,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",15,LOW
hydroquebec-client.info,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",35,LOW
hydroquebec.online,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",25,LOW
hydroquebec-online.com,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",15,LOW
hydroquebec.services,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",5,LOW
hydroquebec-updates.online,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",70,HIGH
hydroquebec.website,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",5,LOW
koodo-mobile.ca,Koodo,koodo,telecom,"Phishing site impersonating Koodo",15,LOW
koodo-mobile.club,Koodo,koodo,telecom,"Phishing site impersonating Koodo",15,LOW
koodo-mobile.com,Koodo,koodo,telecom,"Phishing site impersonating Koodo",15,LOW
koodo-mobile-support.com,Koodo,koodo,telecom,"Phishing site impersonating Koodo",15,LOW
koodo.online,Koodo,koodo,telecom,"Phishing site impersonating Koodo",25,LOW
koodo-online.com,Koodo,koodo,telecom,"Phishing site impersonating Koodo",15,LOW
koodo-telussupportcenter.com,Koodo,koodo,telecom,"Phishing site impersonating Koodo",25,LOW
koodo.website,Koodo,koodo,telecom,"Phishing site impersonating Koodo",5,LOW
manitobahydro.online,Manitoba Hydro,manitobahydro,energy,"Phishing site impersonating Manitoba Hydro",25,LOW
manitobahydro-payment.com,Manitoba Hydro,manitobahydro,energy,"Phishing site impersonating Manitoba Hydro",40,MEDIUM
maritimeelectric.online,Maritime Electric,maritimeelectric,energy,"Phishing site impersonating Maritime Electric",25,LOW
notice-videotron.com,Videotron,videotron,telecom,"Phishing site impersonating Videotron",15,LOW
novascotiapower-alert.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",15,LOW
ntpc-career.online,Northwest Territories Power Corporation,ntpc,energy,"Phishing site impersonating Northwest Territories Power Corporation",35,LOW
ntpc.online,Northwest Territories Power Corporation,ntpc,energy,"Phishing site impersonating Northwest Territories Power Corporation",25,LOW
ntpc.website,Northwest Territories Power Corporation,ntpc,energy,"Phishing site impersonating Northwest Territories Power Corporation",5,LOW
phonebox-mobiles.com,PhoneBox Canada,phonebox,telecom,"Phishing site impersonating PhoneBox Canada",15,LOW
phonebox-mobiles.net,PhoneBox Canada,phonebox,telecom,"Phishing site impersonating PhoneBox Canada",15,LOW
phonebox.online,PhoneBox Canada,phonebox,telecom,"Phishing site impersonating PhoneBox Canada",25,LOW
phonebox-service.de,PhoneBox Canada,phonebox,telecom,"Phishing site impersonating PhoneBox Canada",15,LOW
rogers-1account-bill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers1-devicesteamapp-mobile.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-1login-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-1-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-1mobile-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-1mobile-bill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-1mobile-simappeal.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers1-wireless5g-services-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-2mobility-authsim.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-514message.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-5gaccount.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers5g-accountupdate-bill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers5g-client1billpayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers5g-mobile1link-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers5g-mobile1paymentacess.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers5g-mobile-billpayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers5g-mobionline-payca.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70,HIGH
rogers5g-myprofile-update-bill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-5gnewsalerts-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers5g-online-1billpayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers5g-online1bill-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers5g-online1billpayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-acc1-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-acccount-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-accent-studio.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",45,MEDIUM
rogers-access1login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-access1.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-access1paymentbill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-accessappeal-ca.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-access.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-accessories.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-accesspay-mobile.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-account1login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-account-access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-accountants.co.uk,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-account-arrangements.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-account-billing.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70,HIGH
rogers-account.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-account.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60,MEDIUM
rogers-accounting.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-account-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-accountlogin.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-account-management.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-account-management.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70,HIGH
rogers-account.mobi,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-accounts.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-account-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-account-support.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70,HIGH
rogers-account.xyz,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60,MEDIUM
rogersacc-services-overview.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-active5g.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-admin-billingdashboard.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-admin-billingdashboard.store,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-agencies.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-ai.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-airservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-alert.co,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-alerts.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-auth.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-authentication.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-author-site.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-bc.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-bill-1account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-bill1paymentacess.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-bill-arrangement.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",45,MEDIUM
rogers-billing1dashboard.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-billing-account.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70,HIGH
rogers-billing.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-billing-cycle-ca.digital,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-billing.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-billing.link,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-billing.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-billingreview.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-billing.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-billingsuppor1t-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-billing.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-billing.top,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-billreview.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-billsupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-canada-2fa-update.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-canada-payment.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70,HIGH
rogers-ca.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogerscaregivingservices.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-carrierservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-carriersupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-ca.website,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-chatr.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-chekup1.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogerscitizensalliancegroup.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-city.web.id,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-clan-website.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-client2018.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",30,LOW
rogers-client.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-clientmobi-services.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-clients.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-communication.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",45,MEDIUM
rogerscommunications-login.xyz,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70,HIGH
rogerscommunications-secure.icu,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-compte-enligne1.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",45,MEDIUM
rogers-comunicationsupdates.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-comunnication-account.icu,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-confirmation.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-construction.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",45,MEDIUM
rogers-construction-services.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-construction-services.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",45,MEDIUM
rogers-consumer-body-account.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-consumerprofile-signin.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-county-divorce-lawyer.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-county.web.id,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-creative.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-customer-service.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-customer-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-customerservice.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",45,MEDIUM
rogers-designs.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-desk-devicesupport.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-device-planmobile-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-deviceservices-app.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers.digital,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",5,LOW
rogers-digital.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-discount.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-easyweb1fix.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-ebankonline.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-egift-billreturn.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",45,MEDIUM
rogers-esecure.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60,MEDIUM
rogers-espaceclient.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-etfr.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-etransfer.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogersexecutivemanagment.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-fidocustomercare.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",45,MEDIUM
rogers-financialservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogersforshelbycocommissioner.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-fraudprotection.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-handymanservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-harleydavidson-service.nl,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-hire.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-hlb.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogersinc-login.xyz,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60,MEDIUM
rogers-inc.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-info.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-instantverification.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-integratori.website,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-interac-secure.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-interacsupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-internet5g-update.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogersiphoningandplumbing.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-issuepymnt-mobile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-jobs.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-livechatsupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-livesupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-login1access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-login-access1.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-login-access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-login-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-loginaccount.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-login.co,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-lte-plandashboard-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-marketing.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-mechanical-services.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-mobile1-account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-mobile-1account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-mobile1-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-mobile5g-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-mobilebill.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobile.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobile.link,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobile-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-mobile.me,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobile.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobile.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogersmobile-onlinereturn94.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-mobile.org,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobile-overprice.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-mobile-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-mobilepayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-mobileprotection.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogersmobilereference5canada.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-mobile-refund.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-mobiles.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobiles.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobile.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobiles.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobiles.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-mobiles.org,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobile.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobile-wallet.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-mobility1account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-mobility1payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-mobility1-services.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogersmobility-clientrefund01.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-mobility-et-invoice.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",45,MEDIUM
rogersmobility-secure-payments.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-mobilitysim-account.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-mobility-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-mobilitysupport.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-monservice.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-myaccess-profile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-myact1.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-mybillinginfo-en.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-mylogin-mobile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-mymobile-overview1.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-mypayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-offers-monthlyplansoffers.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",45,MEDIUM
rogers-onelogin.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-online-1access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-online.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-online-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-online.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-onlineportal-2appeal.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-online-refund.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-onlineservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",15,LOW
rogers-onlineverifications.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-overcharge-support.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-overcharge-systems.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",45,MEDIUM
rogers-payment1access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-payment1bill-access.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-payment1mobility5g.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-payment-alert.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-paymentlogin.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-paymentlogin.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60,MEDIUM
rogers-payment.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-paymentrecovery.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",50,MEDIUM
rogers-paymentrecovery.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70,HIGH
rogers-paymentupdate.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-pay-mobile.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,MEDIUM
rogers-planservices-app.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-plansupport-app.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",25,LOW
rogers-promo.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
rogers-rcinotice.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",35,LOW
