id,nca_id,nca_name,nca_jurisdiction,nca_registration_date,nca_url,commercial_name,other_commercial_names,corporate_names,url,other_urls,domain_name,fqdn,ip_address_v4,ip_address_v6,email,lei,categories,categories_detailed,products,products_detailed,social_media,social_media_detailed,regulator_claims,additional_information,validation_date,modification_date
37783,77,Autorite des marches financiers,Quebec,2025-05-09,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/pyth,Pyth,,,https://pythim.com,,pythim.com,,104.21.16.1,,,,1,Unregistered/Unlicensed entity offering financial products or services,6,Crypto and Digital Assets,,,,Pyth is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.,2025-05-12,2025-05-12
37782,2,Alberta Securities Commission,Alberta,2025-05-06,https://www.asc.ca/en/Enforcement/Investment-Caution-List/s/Starsea-Bit-Inc,Starsea Bit Inc.,,,starseabit.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-12,2025-05-12
37780,2,Alberta Securities Commission,Alberta,2025-05-06,https://www.asc.ca/en/Enforcement/Investment-Caution-List/b/Blackchain-Solutions,Blackchain Solutions,,,blackchainsolutions.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-12,2025-05-12
37779,77,Autorite des marches financiers,Quebec,2025-05-09,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/expertoption,ExpertOption,EOLABS|Expert Option Trade|Expert Trading Education,EOLabs LLC,https://expertoption.com,https://eobroker.ae|https://eolabs.net|https://expertoption.finance|https://expertoption.trade|https://www.experttradingeducation.com,"expertoption.com, expertoption.finance, expertoption.trade, experttradingeducation.com, eolabs.net, eobroker.ae, r.expertbrokerid.com, expertoptoin.com, expertoption.net, 5.mapdz.ru, r.eo.xyz",,104.20.74.162,,"help@eo.support,help@expertoption.com",,1,Unregistered/Unlicensed entity offering financial products or services,"6,7",Crypto and Digital Assets|Other,,,,"ExpertOption is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.
Last known city: Kingstown, St. Vincent and the Grenadines.",2025-05-12,2025-05-12
37776,77,Autorite des marches financiers,Quebec,2025-05-09,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/startwaypro,StartWayPro,,,https://startwaypro.com,,startwaypro.com,,104.21.29.246,,support@startwaypro.com,,1,Unregistered/Unlicensed entity offering financial products or services,"5,6","Derivatives (options, futures, binary options, CFDs, forex, swaps, etc.)|Crypto and Digital Assets",,,,"StartWayPro is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.
Last known city: Zurich, Switzerland.",2025-05-12,2025-05-12
37775,77,Autorite des marches financiers,Quebec,2025-05-09,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/maple-bit,Maple Bit,Maple Token,,https://maple-token.com,,maple-token.com,,104.21.48.164,,,,1,Unregistered/Unlicensed entity offering financial products or services,6,Crypto and Digital Assets,,,,Maple Bit (maple-token.com) is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.,2025-05-09,2025-05-09
37774,77,Autorite des marches financiers,Quebec,2025-05-09,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/universalaigroup,UniversalAiGroup,,,https://universalaigroup.com,https://universalaigroup.net,universalaigroup.com,,104.21.71.3,,support@universalaigroup.com,,1,Unregistered/Unlicensed entity offering financial products or services,5,"Derivatives (options, futures, binary options, CFDs, forex, swaps, etc.)",,,,"UniversalAiGroup is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.
Last known city: Geneva, Switzerland.",2025-05-09,2025-05-09
37773,77,Autorite des marches financiers,Quebec,2025-05-09,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/siren-consultancy-limited,Siren Consultancy Limited,,,https://sirenconsultancy.ltd,,sirenconsultancy.ltd,,104.21.42.37,,,,1,Unregistered/Unlicensed entity offering financial products or services,"5,6","Derivatives (options, futures, binary options, CFDs, forex, swaps, etc.)|Crypto and Digital Assets",,,,Siren Consultancy Limited is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.,2025-05-09,2025-05-09
37767,77,Autorite des marches financiers,Quebec,2025-05-09,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/sadex-group,Sadex Group,,,https://sadex-g.com,,sadex-g.com,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,6,Crypto and Digital Assets,,,,Sadex Group is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.,2025-05-09,2025-05-09
37700,2,Alberta Securities Commission,Alberta,2025-05-05,https://www.asc.ca/en/Enforcement/Investment-Caution-List/i/Immediate-Neon,Immediate Neon,,,fitnessuptop.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37699,2,Alberta Securities Commission,Alberta,2025-05-05,https://www.asc.ca/en/Enforcement/Investment-Caution-List/r/Revival-X,Revival X,,,revival-x.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,6,Crypto and Digital Assets,,,,,2025-05-09,2025-05-09
37698,2,Alberta Securities Commission,Alberta,2025-05-05,https://www.asc.ca/en/Enforcement/Investment-Caution-List/g/Golden-Shore-Ltd,Golden Shore Ltd.,Goldenshore Ltd.|Mindburst,,goldenshore.ltd,cfd.goldenshore.ltd,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,6,Crypto and Digital Assets,,,,,2025-05-09,2025-05-09
37697,2,Alberta Securities Commission,Alberta,2025-05-05,https://www.asc.ca/en/Enforcement/Investment-Caution-List/r/Royal-Wealth-Ltd,Royal Wealth Ltd.,,,royalwealthltd.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,6,Crypto and Digital Assets,,,,,2025-05-09,2025-05-09
37696,2,Alberta Securities Commission,Alberta,2025-05-05,https://www.asc.ca/en/Enforcement/Investment-Caution-List/a/Apex-Solutions-Ltd,Apex Solutions Ltd.,,,apex-solutionsltd.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,6,Crypto and Digital Assets,,,,,2025-05-09,2025-05-09
37626,3,British Columbia Securities Commission,British Columbia,2025-05-06,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/trezor-group,Trezor Group,,,https://trezrgroup.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37625,3,British Columbia Securities Commission,British Columbia,2025-04-30,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/eightcap-invest,Eightcap Invest,,,https://trading.eightcapinvest.io,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37624,3,British Columbia Securities Commission,British Columbia,2025-04-30,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/xbo-invest,XBO Invest,,,https://xbo-investing.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37622,68,Ontario Securities Commission,Ontario,2025-05-06,https://www.osc.ca/en/investors/warnings/easy-bit-ai,Easy Bit AI,,,www.easybit.ai,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,Easy Bit AI found at www.easybit.ai is not registered in Ontario to engage in the business of trading in securities.,2025-05-09,2025-05-09
37621,68,Ontario Securities Commission,Ontario,2025-05-06,https://www.osc.ca/en/investors/warnings/bitprogain-aka-bitgainpro,BitProGain,BitGainPro,,www.bitprogain.com,www.bitpro-gain.com|www.bitprogain.io,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,BitProGain aka BitGainPro found at www.bitprogain.com and/or www.bitprogain.io and/or www.bitpro-gain.com is not registered in Ontario to engage in the business of trading in securities.,2025-05-09,2025-05-09
37620,68,Ontario Securities Commission,Ontario,2025-05-06,https://www.osc.ca/en/investors/warnings/stocks-synergy,Stocks Synergy,Byron Plus Global,,https://apps.apple.com/ca/app/stocks-synergy-ai/id6670145220,www.byronplusglobal.com,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,Stocks Synergy found at https://apps.apple.com/ca/app/stocks-synergy-ai/id6670145220 is not registered in Ontario to engage in the business of trading in securities.,2025-05-09,2025-05-09
37619,68,Ontario Securities Commission,Ontario,2025-05-06,https://www.osc.ca/en/investors/warnings/byronplusglobal-aka-byron-plus-global,ByronPlusGlobal,Byron Plus Global,,www.byron-plusglobal.com,www.byronplusglobal.com,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,ByronPlusGlobal aka Byron Plus Global found at www.byron-plusglobal.com and/or www.byronplusglobal.com is not registered in Ontario to engage in the business of trading in securities.,2025-05-09,2025-05-09
37618,68,Ontario Securities Commission,Ontario,2025-05-06,https://www.osc.ca/en/investors/warnings/block-margin-aka-block-margin-capital-advisors-corporation,Block Margin,Block Margin Capital Advisors Corporation,,www.blockmargin.org,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,Block Margin aka Block Margin Capital Advisors Corporation found at www.blockmargin.org is not registered in Ontario to engage in the business of trading in securities.,2025-05-09,2025-05-09
37617,68,Ontario Securities Commission,Ontario,2025-05-06,https://www.osc.ca/en/investors/warnings/quebexwealth,QuebexWealth,,,"www,qbxw.pro",www.quebexwealth.ai|www.quebexwealth.com,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,QuebexWealth found at www.qbxw.pro and/or www.quebexwealth.ai and/or www.quebexwealth.com is not registered in Ontario to engage in the business of trading in securities.,2025-05-09,2025-05-09
37616,68,Ontario Securities Commission,Ontario,2025-05-06,https://www.osc.ca/en/investors/warnings/bitcoinup-aka-bitcoinup,BitcoinUP,Bitcoinup,,"www,btc-up.ai",,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,BitcoinUP aka Bitcoinup found at www.btc-up.ai is not registered in Ontario to engage in the business of trading in securities.,2025-05-09,2025-05-09
37615,68,Ontario Securities Commission,Ontario,2025-05-06,https://www.osc.ca/en/investors/warnings/balono-global-ltd-aka-balonoo,Balono Global Ltd.,Balonoo,,www.balonoo.com,www.balono.com,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,Balono Global Ltd. aka Balonoo found at www.balonoo.com and/or www.balono.com is not registered in Ontario to engage in the business of trading in securities.,2025-05-09,2025-05-09
37614,68,Ontario Securities Commission,Ontario,2025-05-06,https://www.osc.ca/en/investors/warnings/coin-wealth,Coin Wealth,,,www.coin-wealth.cx,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,Coin Wealth found at www.coin-wealth.cx is not registered in Ontario to engage in the business of trading in securities.,2025-05-09,2025-05-09
37613,68,Ontario Securities Commission,Ontario,2025-05-06,https://www.osc.ca/en/investors/warnings/jmpcapitals-aka-jmp-capitals-corp,JMPcapitals,JMP capitals Corp,,www.jmpcapitals.io,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,JMPcapitals aka JMP capitals Corp. found at www.jmpcapitals.io is not registered in Ontario to engage in the business of trading in securities.,2025-05-09,2025-05-09
37612,68,Ontario Securities Commission,Ontario,2025-05-06,https://www.osc.ca/en/investors/warnings/meta-advance-option-mato-aka-metaadvanceoption,Meta Advance option (MATO),Metaadvanceoption,,www.metaadvanceopt.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,Meta Advance option (MATO) aka Metaadvanceoption found at www.metaadvanceopt.com is not registered in Ontario to engage in the business of trading in securities.,2025-05-09,2025-05-09
37498,77,Autorite des marches financiers,Quebec,2025-05-02,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/cryptosuper,Cryptosuper,,,https://www.cryptosuper.io,,cryptosuper.io,,104.21.16.1,,,,1,Unregistered/Unlicensed entity offering financial products or services,"1,5,6","Stocks and bonds|Derivatives (options, futures, binary options, CFDs, forex, swaps, etc.)|Crypto and Digital Assets",,,,Cryptosuper is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.,2025-05-02,2025-05-02
37497,77,Autorite des marches financiers,Quebec,2025-05-02,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/fibovest,Fibovest,,,https://fibovest.com,,fibovest.com,,193.149.190.4,,,,1,Unregistered/Unlicensed entity offering financial products or services,"1,5,6","Stocks and bonds|Derivatives (options, futures, binary options, CFDs, forex, swaps, etc.)|Crypto and Digital Assets",,,,"Fibovest is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.
Last known city: London, United Kingdom.",2025-05-02,2025-05-02
37484,77,Autorite des marches financiers,Quebec,2025-05-02,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/relutor,Relutor,,,https://relutor.com,,relutor.com,,,,104.21.73.175,,1,Unregistered/Unlicensed entity offering financial products or services,6,Crypto and Digital Assets,,,,"Relutor is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.
Last known city: California, United States.",2025-05-02,2025-05-02
37483,77,Autorite des marches financiers,Quebec,2025-05-02,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/ikon-markets-ikon-botcom,Ikon Markets (ikon-bot.com),,,https://ikon-bot.com,,ikon-bot.com,,92.204.219.2,,,,1,Unregistered/Unlicensed entity offering financial products or services,"1,5,6","Stocks and bonds|Derivatives (options, futures, binary options, CFDs, forex, swaps, etc.)|Crypto and Digital Assets",,,,"Ikon Markets (ikon-bot.com) is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.
Last known city: London, United Kingdom.",2025-05-02,2025-05-02
37471,2,Alberta Securities Commission,Alberta,2025-04-30,https://www.asc.ca/en/Enforcement/Investment-Caution-List/m/Markets-Yield,Markets Yield,Ndax markets yield|Ndax Markets yield Canada Inc.,,marketsyield1.com,trading.marketsyield1.com/en/auth/sign-in? callbackUrl=%2Fen,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37427,3,British Columbia Securities Commission,British Columbia,2025-04-29,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/best-expert-online,Best Expert Online,,,https://best-expertonline.net,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37426,3,British Columbia Securities Commission,British Columbia,2025-04-25,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/virtus-capital,Virtus Capital (no relation to an Ontario registered firm Virtus Capital Management Inc.),,,https://virtuscapital.net,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37344,3,British Columbia Securities Commission,British Columbia,2025-04-24,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/trin-wealth,Trin Wealth,,,https://trinwealth.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37343,3,British Columbia Securities Commission,British Columbia,2025-04-23,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/waterfall-global-invest,Waterfall Global Invest,,,https://www.waterfallglobalinvest.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37342,3,British Columbia Securities Commission,British Columbia,2025-04-23,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/highgate-trading-ai,HighGate Trading AI,,,https://hgtradingca.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37341,3,British Columbia Securities Commission,British Columbia,2025-04-17,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/castillotrade,CastilloTrade,,,https://castillotrade.net,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37340,3,British Columbia Securities Commission,British Columbia,2025-04-14,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/simply-bit,Simply Bit,,,https://simplybit.ai,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37339,3,British Columbia Securities Commission,British Columbia,2025-04-14,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/vertex-flare,Vertex-Flare,,,https://vertex-flare.ca,https://vertexflareplatform-com.cryptofinancetrack.com|https://webtrader.summitedgeplatform.com,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37338,3,British Columbia Securities Commission,British Columbia,2025-04-14,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/rich-point-capital,Rich Point Capital,,,https://richpointcapital.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37337,3,British Columbia Securities Commission,British Columbia,2025-04-10,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/grayscale-group,Grayscale-Group,GSI-Group,,https://grayscale-group.com,https://gsi-group.vip,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,"(no relation to Grayscale Operating, LLC dba Grayscale Investments)",2025-06-24,2025-06-24
37336,3,British Columbia Securities Commission,British Columbia,2025-04-09,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/algobittrade,AlgoBitTrade,,,https://algobittrade.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37335,3,British Columbia Securities Commission,British Columbia,2025-04-09,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/fibovest,Fibovest,,,https://fibovest.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37334,3,British Columbia Securities Commission,British Columbia,2025-04-08,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/purevision-trader,Purevision Trader,,,https://purevisiontrader.net,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37333,3,British Columbia Securities Commission,British Columbia,2025-04-08,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/icyzjcom,ICYZJ.com (no relation to www.btcc.com),,,www.icyzj.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37332,3,British Columbia Securities Commission,British Columbia,2025-04-08,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/hyper-trades,Hyper Trades,,,https://hyper-trades.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37331,3,British Columbia Securities Commission,British Columbia,2025-04-08,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/pioneer-markets,Pioneer Markets,,,https://pioneermarkts.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37330,3,British Columbia Securities Commission,British Columbia,2025-03-28,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/quantumproai,QuantumproAi,,,https://quantumaiservicexf.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37329,3,British Columbia Securities Commission,British Columbia,2025-03-24,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/koincycle,Koincycle,,,https://www.koincycle.online,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37328,3,British Columbia Securities Commission,British Columbia,2025-03-19,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/corporatepairs,CorporatePairs,,,https://corporatepairs.live,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37327,3,British Columbia Securities Commission,British Columbia,2025-03-19,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/hsp,HSP,,,https://hspchart.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37326,3,British Columbia Securities Commission,British Columbia,2025-03-18,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/vanex-groups,"VanexGroups.pro (no relation to VanexGroup.com in Vancouver, BC, Canada)",,,https://vanexgroups.pro,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37325,3,British Columbia Securities Commission,British Columbia,2025-02-18,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/binance-center-ai,"Binance Center AI (no relation to Binance Holdings Ltd,. branded Binance, which operates a crypto exchange)",,,https://binancecenterai.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37324,3,British Columbia Securities Commission,British Columbia,2025-02-12,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/fox-mining-trade,Fox Minning Trade,,,https://foxminningtrade.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-02,2025-05-02
37323,3,British Columbia Securities Commission,British Columbia,2025-03-12,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/euryhxyz,euryh.xyz,,,https://euryh.xyz,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37322,3,British Columbia Securities Commission,British Columbia,,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/ipo-capital,IPO Capital,,,https://ipo.capital,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37321,3,British Columbia Securities Commission,British Columbia,,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/pensions-ai,Pensions AI,,,https://pensioncharts.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37320,3,British Columbia Securities Commission,British Columbia,2025-03-04,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/zinzenova,Zinzenova,,,https://www.zinzenova.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37319,3,British Columbia Securities Commission,British Columbia,,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/sixgrouptrust,"Sixgrouptrust (no relation to Six Group Ltd. in Zurich, Switzerland)",,,https://sixgrouptrust.net,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37318,3,British Columbia Securities Commission,British Columbia,,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/stanford-markets,Stanford Markets,,,https://stanford-markets.com,https://smtradingcenter.com|https://stanford-m.com|https://stanfordmarkets.com,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-08-06
37317,3,British Columbia Securities Commission,British Columbia,2025-03-03,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/olxton-group,Olxton Group,,,https://olxtongroup.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37316,3,British Columbia Securities Commission,British Columbia,2025-02-03,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/universalaigroup,UniversalAiGroup,,,https://universalaigroup.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37315,3,British Columbia Securities Commission,British Columbia,2025-02-27,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/fargo-investor,Fargo Investor,,,https://fargoinvestor.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37314,3,British Columbia Securities Commission,British Columbia,2025-02-19,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/maple-token,Maple Token,Maple Bit,,https://maple-token.com,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37313,3,British Columbia Securities Commission,British Columbia,2025-02-13,https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2025/btn-centre,BTN Centre,,,https://btcentre.uk,,,,,,,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,,2025-05-09,2025-05-09
37242,77,Autorite des marches financiers,Quebec,2025-04-25,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/topfirstgroup,TopFirstGroup,,,www.topfirstgroup.com,https://www.topfirstgroup.net,"topfirstgroup.com, topfirstgroup.net",,103.155.92.172,,,,1,Unregistered/Unlicensed entity offering financial products or services,"5,6","Derivatives (options, futures, binary options, CFDs, forex, swaps, etc.)|Crypto and Digital Assets",,,,TopFirstGroup is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.,2025-04-25,2025-04-25
37241,77,Autorite des marches financiers,Quebec,2025-04-25,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/evolution-global-ltd,Evolution Global Ltd,,,https://evolutionglblltd.com,,evolutionglblltd.com,,104.21.16.1,,support@evolutionglblltd.com,,1,Unregistered/Unlicensed entity offering financial products or services,"1,5,6","Stocks and bonds|Derivatives (options, futures, binary options, CFDs, forex, swaps, etc.)|Crypto and Digital Assets",,,,"Evolution Global Ltd is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.
Last known city: London, United Kingdom.",2025-04-25,2025-04-25
37240,77,Autorite des marches financiers,Quebec,2025-04-25,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/primaxtradeoption,Primaxtradeoption,,,https://primaxtradeoption.com,,primaxtradeoption.com,,,,support@primaxtradeoption.net,,1,Unregistered/Unlicensed entity offering financial products or services,"5,6","Derivatives (options, futures, binary options, CFDs, forex, swaps, etc.)|Crypto and Digital Assets",,,,Primaxtradeoption is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.,2025-04-25,2025-04-25
37197,77,Autorite des marches financiers,Quebec,2025-04-17,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/blanc-invest,Blanc Invest,,,https://www.blancinvest.online,,blancinvest.online,,104.21.74.131,,support1@blancinvestmail.com,,1,Unregistered/Unlicensed entity offering financial products or services,"1,5,6,7","Stocks and bonds|Derivatives (options, futures, binary options, CFDs, forex, swaps, etc.)|Crypto and Digital Assets|Other",,,,"Blanc Invest is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.
Last known city: Geneva, Switzerland.",2025-04-25,2025-04-25
37196,77,Autorite des marches financiers,Quebec,2025-04-17,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/bitstonefx,BitstoneFX,,,www.bitstonefx.com,,bitstonefx.com,,81.91.178.192,,support@bitstonefx.com,,1,Unregistered/Unlicensed entity offering financial products or services,,,,,,"BitstoneFX is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.
Last known cities: London, United Kingdom; Toronto, Canada.",2025-04-25,2025-04-25
37195,77,Autorite des marches financiers,Quebec,2025-04-17,https://lautorite.qc.ca/en/general-public/media-centre/investor-warnings/investor-warnings-sheet/wimexbit,Wimexbit,,,https://www.wimexbit.com,,wimexbit.com,,185.36.142.25,,,,1,Unregistered/Unlicensed entity offering financial products or services,6,Crypto and Digital Assets,,,,Wimexbit is not registered with the Autorite des marches financiers (AMF) and is not authorized to solicit investors in Quebec.,2025-04-25,2025-04-25
